q_l_m3s,q_g_m3s,diameter_m,temp_c,p_total_bar,p_co2_bar,ph,watercut,sand_ppmw,r_over_d,u_m,shear_pa,sherwood,erosion_mm_yr,corrosion_protected_mm_yr,synergy_mm_yr,total_mm_yr,regime
0.17161885375645017,0.05931301816058,0.14272352527319515,72.51926016446713,81.09777822871796,5.91510980561398,4.05398103156463,0.5351223431855346,19.081540246395658,4.1719074900798105,14.434537265931903,301.5148212883932,108329.08627018171,0.8432576875710682,50.96686573563672,10.576363655857774,62.38648707906557,distributed
0.003752963773171622,0.028051031501341053,0.06992588630577719,122.39845748324075,107.08138755577347,0.5146153300614754,6.446580262396335,0.9200441139567317,19.790714739248294,3.462250818314283,8.281630302988612,26.799651950783186,44655.15380911298,0.02242169675922844,0.413373262471273,0.06026657734356998,0.4960615365740714,intermittent
0.0032684187927708827,0.004055178993572814,0.08280280013248101,13.634910249483973,36.62915679171007,2.495235835285626,3.5902477676743656,0.4943442920397918,13.495667941371375,4.369708514074128,1.3600176867905178,2.0924089680398903,8780.379382218884,7.011237207448492e-05,1.6779215423784564,0.13309993840722328,1.8110915931577543,intermittent
0.13338724184368822,0.18059078347468302,0.15628602012006038,101.05518212410338,74.02618342393808,2.8538127066724703,6.4929686013892525,0.9463378954077692,25.286358710039423,3.831238485991798,16.36700099006025,243.5730813935706,164772.8223187359,1.1355104083075165,1.1961355541477405,0.5125179804227664,2.844163942878023,distributed
0.018002243169882477,0.04947749982547157,0.11486433049755973,15.182407436189257,117.28030409745698,4.063958068693061,6.039750865643536,0.42853650195004434,28.762250307934497,4.389239093211218,6.511981638589734,25.97811170326271,43943.0066981543,0.02472136352157003,0.9448230761060741,0.1551623637387168,1.124706803366361,intermittent
0.008998831004230268,0.0032828429957492884,0.05091073120969192,73.14815502198162,147.2502517644009,4.034501441984883,3.7191150315010937,0.6350366753989205,23.466070330961198,2.0791023474005708,6.033217953510667,68.28446770351732,22196.070942385573,0.06620061917198404,30.84329762536065,5.934160759451355,36.84365900398399,distributed
0.02559505038291243,0.007513821284417503,0.06850770110516097,114.91587496409504,26.518835118737112,2.539240694041987,3.8031389268701155,0.1509093924999152,24.012134599397235,1.7107125127934646,8.98205501112035,135.36641138525786,32175.399948284125,0.3017436274317877,19.796038306728654,3.8451562099982226,23.942938144158664,distributed
0.04812157276724325,0.2011958054037313,0.16444877277523223,111.1246612785808,28.335391720326758,6.472779724740555,3.849523962919117,0.45764227465945784,6.779537353768138,2.0791799087623932,11.738197060024518,59.700066512579085,101571.03707057149,0.053539575712904276,31.278279169305733,6.400690571177383,37.73250931619602,intermittent
0.27267234978916305,0.7077795043261638,0.24809278422363812,133.30544134860077,39.49943100082152,4.003318907013338,6.063130705103692,0.6455603081018914,3.4598161894245467,4.95720679004069,20.281876073969713,224.20243216058574,249744.72986909284,0.17912298857860132,2.018695930016113,0.4461827517460572,2.6440016703407716,intermittent
0.03153661696898251,0.01855989126940045,0.09413105249495259,52.69853670442084,51.48546676385249,0.8266456785453992,3.7703515188857906,0.5953245784424193,7.66888114405809,3.405135374327755,7.19866138867889,72.18945392555204,42989.65305712977,0.026671488894600137,11.512743274215609,1.925439795082065,13.464854558192274,distributed
0.11453435061394335,0.034337035741631126,0.12633026226774396,75.14005732306903,90.43997436019265,8.678604111242,4.048483147336055,0.2310150210871517,27.298500062803246,4.271207797838593,11.876994513372376,206.07192922677115,71641.78821874749,0.5761174116527676,61.053375516264964,12.981538328595004,74.61103125651273,distributed
0.027173907682382262,0.017773715316822716,0.10149810869842352,141.35870993375795,37.52257135641842,9.506344937855589,6.146569262799238,0.613004082565927,12.932988106447057,1.4153587254597921,5.5552159831182415,41.08388623198817,37053.330391733485,0.027013859366049574,1.7320116846947813,0.3561055894657901,2.1151311335266207,distributed
0.014906718088470603,0.0502434857368828,0.058663123048176634,107.16402178096466,45.97739576484368,8.254806682897792,5.289398919589806,0.3494200445120266,5.675285204592847,3.881413310086078,24.104356274934766,355.7109387280063,73887.64881638718,0.49274149229639574,7.77778844322859,1.7702347536950085,10.040764689219994,distributed
0.010028678134550838,0.011330532391658554,0.06477530843082455,128.59798192457282,96.00242220148154,2.874171986451465,6.252080535477726,0.2733820474642317,0.9889563958350756,2.076775712115364,6.481512095803005,46.755708577923464,24643.550613393774,0.002163770610615037,1.2942195193616737,0.23771167083992986,1.5340949608122185,intermittent
0.007008823091861851,0.031460963054406016,0.14136736166037478,58.47387870397809,90.10371920637127,1.4026273542098846,4.586435470098443,0.8572991954743405,29.424555929478004,3.627728186038288,2.450933822381163,2.8194799176179868,27908.12676566511,0.0006189016252925069,8.531670432767333,0.7768573123821322,9.309146646774758,intermittent
0.0670257188499362,0.3646730466553176,0.19125622734172637,10.086677811445059,12.505187589459148,9.111103278688887,5.602910056229041,0.9183553615846527,1.127145757168491,3.5447380863080515,15.026566436324295,85.17002846640901,177496.04198825685,0.014153930724603683,1.5296395672751422,0.26484097619811586,1.8086344741978617,intermittent
0.09318072206591367,0.22904504744721552,0.14879029886178208,149.9068558253545,20.536806012933745,5.506344054944674,5.711016484598776,0.8651664990619721,22.24409996528852,3.8147624769671094,18.53195154268677,222.9652208107758,167019.72904583893,1.0512231473888887,0.8491523308923727,0.43702108700488096,2.3373965652861424,distributed
0.2543656904152748,0.5560372613055828,0.21199178858219592,104.34616352338621,136.11703150625306,8.723902465307907,4.751459425931558,0.7719522005001396,25.972443884222262,3.2912299935380376,22.96006190924896,334.97624065500236,258588.5484525063,3.0839212515469105,22.21873245878104,5.445322857939619,30.74797656826757,distributed
0.1230349973426513,0.12959884450281556,0.17779198308119398,93.28570060786693,21.228284036299435,6.430102695109287,6.479966564264966,0.8478230547443728,21.982108758683662,2.5537453274205766,10.176004656406,102.39852757493765,115159.57305831327,0.25214856772678407,1.5148065159097517,0.377239079242599,2.144194162879135,intermittent
0.17885809935507127,0.29133622586479885,0.20015975239465084,126.56365423263247,21.729511116576177,7.527080754889994,3.589369490226395,0.6110924748671979,14.68822605280261,1.9208865749059845,14.942869089440546,165.91104317018116,156279.3679853251,0.5841156494532895,39.0048232741739,8.368598068456466,47.957536992083654,intermittent
0.19271281994724213,0.18450645504174917,0.19270160694523314,138.46731964881053,45.816230814893416,0.21194132970808707,4.403097923320987,0.676416432261425,6.47594519550086,1.6784286127618335,12.934013863792323,164.84114093773462,137713.49463892903,0.22281782059947675,1.6934039640418106,0.3022496752204187,2.218471459861706,distributed
0.2782380625843541,0.45118526680144844,0.2348426291048596,134.30040344607187,55.77448663611712,6.692400719083347,4.095517336595948,0.4662609900024285,24.276657780718622,4.656884795436021,16.839760112220304,199.32312427866773,185477.031474082,0.8868523032684695,26.4932093926651,5.737127246625133,33.117188942558705,intermittent
0.20645822888155965,0.21719322559902504,0.22967064415457294,50.89059245165004,29.064685693661737,5.015023711862987,6.011286852411619,0.8214122592247022,21.4809239647694,4.80000060738206,10.226048389597672,97.61413524382488,141894.81756667257,0.17426580330359806,8.137032772031635,1.6861952327231102,9.997493808058342,intermittent
0.01766494258781805,0.027864775060584063,0.10704494656772515,44.89860932701171,39.97125280145898,4.198449527377084,5.377200674712106,0.519794061938861,9.803463538215748,4.356473649796904,5.0590938531451295,22.367363931223895,34383.31221465693,0.005045662410599485,11.954045136271011,1.8411984847348983,13.80028928341651,intermittent
0.061886175192178,0.5218938270341006,0.2503498179834675,9.56543747580005,132.19606760932234,0.5107351520264269,5.625892787003599,0.5849946662864276,9.616395366593805,4.166054086805552,11.85945611959926,36.86541503102046,158000.61881485357,0.030181613171515617,0.3647457912194323,0.04415288665178755,0.4390802910427355,intermittent
0.003914274953047461,0.006093476674980977,0.054683967809738665,8.585343707620376,126.15358082426897,2.45034918795986,3.922623577643498,0.1399011838168704,19.060819014172946,2.78592306700409,4.2611478099565,17.88484202178474,14134.944467886902,0.0063943214742444125,1.1008085124625284,0.09528914673103862,1.2024919806678114,intermittent
0.275250907832761,0.14463416513512653,0.1788087328433362,143.97679452825648,105.82898443733934,2.0734800827204753,4.9254269061097995,0.2518831808648219,0.8176167143434527,2.8887980143680725,16.721032972320764,325.94979296671437,131163.43340652715,0.06322311412907229,1.3713770200601711,0.2710747849473269,1.7056749191365703,distributed
0.040614060698089725,0.11911641203441468,0.1959195381354597,55.13223222088011,107.62362012680344,5.252187171981621,5.343343004512983,0.7427758279093616,12.108728241462066,4.167728951567138,5.298371415100684,15.417330068660728,67524.2187856937,0.005155837708544522,11.35606297537734,1.575216335261262,12.936435148347146,intermittent
0.10049853276055518,0.03359733459619028,0.23494735545442336,109.74469059151387,28.187388949620804,4.590007927634415,5.376644526883792,0.8734705549159465,11.61568168346126,3.2752561763725807,3.093031837430396,13.635358388005637,53419.072496925444,0.0024684106241180314,2.8582760540845857,0.41513872039888977,3.2758831851075936,distributed
0.631003979634654,0.20124263719314175,0.22947799192472218,72.23762122793315,101.18515921776546,2.128454209713264,5.665806953597627,0.7955937071037319,19.427681045716987,3.8706478215302247,20.122413781782974,561.8170093598702,249794.30755546776,3.1717306899741966,6.685290529960845,2.0209874518059134,11.878008671740956,distributed
